title,introduction,link,rating,story,illust,origin,day,genre,image,is_done_flag,tags,age
비서 일탈,"""우리가 키스하면 이 관계가 달라지려나?""
로열패밀리의 정석이라 불리는 재경그룹의 장남 이승조와,
그런 그를 짝사랑하는 마음을 숨긴 채 승조의 비서로 일해온 추이연.
그리고 같은 기간 동안, 늘 그녀에게 남자이길 원했던 재경그룹의 사생아 이문조.
어느 한 순간을 계기로 자꾸만 이연에게 다가오는 승조와 늘 그렇듯 이연을 원하는 문조 사이에서 이연의 고민이 시작되는데…!
완벽하지만 짠한 정실소생 도련님 승조와 대놓고 짠한 사생아 도련님 문조, 둘과 위험하게 얽혀버린 비서 이연의 아슬아슬 로맨스.",https://comic.naver.com/webtoon/list?titleId=801515,9.96,솔방울,꿀봉이,반지영,목,로맨스,https://image-comic.pstatic.net/webtoon/801515/thumbnail/thumbnail_IMAG21_2e85c821-0398-4b06-9c61-66f729974082.jpg,FALSE,#로맨스#고자극로맨스#2030연애#직진남#오피스로맨스#소설원작,15세 이용가
폭군님은 착하게 살고 싶어,"제국 우베라의 폭군이었던 도로테아 밀라네어.
결국 사랑하는 사람에게 미움 받고 처형을 당하고 만다.
그런데... 눈을 뜨니 어린 시절로 되돌아왔다?!
이건 기회라 생각하며, 이번 생은 착하게 사는 것으로 목표를 정한 그녀.
과연, 도로테아는 폭군이었던 과거를 청산하고 새로운 삶에서 착하게 살아갈 수 있을까...?!",https://comic.naver.com/webtoon/list?titleId=801736,9.98,람글,카콘,,금,로맨스,https://image-comic.pstatic.net/webtoon/801736/thumbnail/thumbnail_IMAG21_4cef0649-b3cf-4a27-8eda-afb93d6f6bf4.jpg,FALSE,#로맨스,전체연령가
바스티안,"고물상의 손자와 거지 공주가 결혼했다.
유효 기간은 2년, 각자의 이익을 도모하기 위한 계약이었다.
촉망받는 해군 장교이자 대부호, 금빛 찬란한 성공을 거두고도 비천한 혈통 탓에 멸시받는 고물상의 손자.
바스티안 클라우비츠는 출세와 복수를 위한 징검돌이 필요했다.
과거의 영광밖에 남지 않은 몰락 귀족, 황실의 혈통을 가지고도 날품팔이를 해 생계를 이어가는 거지 공주.
오데트 폰 디센은 새로운 삶을 시작하기 위한 돈이 필요했다.
성공적인 거래라고 생각했다.
예상치 못한 손해가 발생하기 전까지는.
“내게 가장 소중한 걸 망쳐 놓았으니, 너도 가장 소중한 걸 잃어야 공평한 거래지. 안 그래?” 
바스티안은 막대한 손해에 대한 책임을 묻기로 했다.
증오와 원망,미련, 이 빌어먹을 여자의 이름자까지.
모든 것이 하얗게 불태워져 사라진 완전한 끝을 위하여.",https://comic.naver.com/webtoon/list?titleId=805203,9.95,아빈,솔체,,금,로맨스,https://image-comic.pstatic.net/webtoon/805203/thumbnail/thumbnail_IMAG21_d218c9b1-1bb8-419e-baea-d86d7b120d69.jpg,FALSE,#로맨스#2030연애#혐관로맨스#선결혼후연애#로판#소설원작,15세 이용가
순수한 동거생활,"아침부터 밤까지 두근두근. 집에서도 회사에서도 꽁냥꽁냥! 
오빠의 절친이자 무섭기만 하던 집주인과 같은 회사 같은 팀에 다니게 되었습니다. 
동거만으로도 심장이 떨리는데, 이 남자.. 왜 나한테 잘하지? 무섭게.. 
고군분투 햇병아리 사회 초년생 '오소정'과 
친구의 동생을 사랑하게 된 남자 '차강우'의 옥신각신 동거 이야기.",https://comic.naver.com/webtoon/list?titleId=797937,9.94,성은,플아다,,목,로맨스,https://image-comic.pstatic.net/webtoon/797937/thumbnail/thumbnail_IMAG21_2614c677-2b48-4d30-af5c-170964180b51.jpg,FALSE,#로맨스#현실로맨스#연상연하#오피스로맨스#사내연애#소설원작,12세 이용가
존잘주의,"외모로 고통받던 나에게 악마가 나타나 매력적인 제안을 한다!
클릭 한번으로 내가 원하는 외모로 만들 수 있다고?
CUTE SEXY PURE LUXURY! 스탯을 올려 원하는 외모를 만들라고?!

그런데 있잖아..
예뻐지기만 하면 행복해질 줄 알았는데...
그게 아닌걸까?",https://comic.naver.com/webtoon/list?titleId=774864,9.45,령,령,,토,로맨스,https://image-comic.pstatic.net/webtoon/774864/thumbnail/thumbnail_IMAG21_7366025529484523875.jpg,FALSE,#로맨스#학원물#역하렘,15세 이용가
선을 넘은 연애,"누나와 동생 같은 동갑내기 소꿉친구 '아라'와 '가람'.  
고등학교 2학년이 된 두 사람은 8살 이후 처음으로 같은 반이 되면서 예상치 못한 방향으로 관계가 변하기 시작한다. 
가람이가 그저 귀여운 아라와 그게 못마땅한 가람. 
과연 두 사람은 연애라는 선을 넘을 수 있을까?",https://comic.naver.com/webtoon/list?titleId=796980,9.97,서녜,서녜,,금,로맨스,https://image-comic.pstatic.net/webtoon/796980/thumbnail/thumbnail_IMAG21_3545002734307981623.jpg,FALSE,#로맨스#다정남#소꿉친구#2021 최강자전#하이틴#학원로맨스#성장드라마,전체연령가
짐승의 꽃,"태어날 때부터 몸에서 나는 지독한 악취를 이유로
부모에게 버림받고 주변 사람들에게 배척당하는 삶을 살아온 라일라.
쫓겨나듯 숲속의 버려진 오두막에서 혼자 생활하던 라일라에게
'냄새를 맡지 못하는' 남자 비오스트가 어느날 갑자기 나타나 라일라에게 친절하게 군다.
처음으로 라일라에게 손을 내밀어주고, 처음으로 라일라에게 다정함을 알려준 비오스트.
라일라는 그를 사랑하지 않을 수 없었다. 자신이 그로인해 곧 죽을 운명이라는 것을 깨닫고 난 뒤에도.

""나와 같이 가요, 라일라. 내가 이 빌어먹을 시궁창에서 구해주겠어요.""
""비오스트, 내 인생의 구원자. 당신이 정말... 좋아.""",https://comic.naver.com/webtoon/list?titleId=805334,9.95,하브린,옆집찰스,황도톨,화,로맨스,https://image-comic.pstatic.net/webtoon/805334/thumbnail/thumbnail_IMAG21_1a7f9687-e04f-4ac8-8f50-ac58275a2295.jpg,FALSE,#로맨스#고자극로맨스#2030연애#로판#소설원작,15세 이용가
네가 죽기를 바랄 때가 있었다,"끔찍하게 싫어하는 원수의 딸과 결혼하게 된 황제,
절대 좋아할 수 없다 생각했던 황후에게 예상치 못한 감정을 느끼게 된다.",https://comic.naver.com/webtoon/list?titleId=776542,9.94,기매,아란,진서,목,로맨스,https://image-comic.pstatic.net/webtoon/776542/thumbnail/thumbnail_IMAG21_ca2e314b-448b-4383-980a-b6c50b1c6ca4.jpg,FALSE,#로맨스#후회물#혐관로맨스#로판#구원서사#소설원작,전체연령가
밤마다 남편이 바뀐다,"역사상 최악의 폭군으로 이름 난 루펜하르트의 황제 리반펠의 신부로 팔려가듯 보내진 공주, 테리엘라.
살아남기 위해선 반드시 퇴짜를 맞아야한다! 만반의 준비를 하고 있는 테리엘라의 침실에 밤마다 찾아오는 잘생기고 몸 좋은 이 남자?
""밤마다 공주의 침실로 오겠어.""
네? 대체 왜요? 왜… 왜 이러세요 폐하?
밤마다 이 짓을 해야 한다고?!",https://comic.naver.com/webtoon/list?titleId=803649,9.97,구슬,여슬기,한윤설,일,로맨스,https://image-comic.pstatic.net/webtoon/803649/thumbnail/thumbnail_IMAG21_2dd44beb-7a5b-43f0-b9d4-af7829e69c70.jpg,FALSE,#로맨스#2030연애#로맨스코미디#선결혼후연애#로판#소설원작,전체연령가
"또다시, 계약 부부","서로에게 강한 이끌림을 느꼈던 건하와 서연, 
하지만 전혀 다른 삶을 살아왔던 두 남녀는 짧은 결혼 생활을 마치고 결국 이혼을 선택한다. 
5년 뒤, 건하는 서연에게 또 한 번 '계약 부부'를 제안한다.  
""나와 다시 부부가 되어줘야겠어. 이번엔 꽤 사이좋은 부부로 말이야.""",https://comic.naver.com/webtoon/list?titleId=774040,9.87,김종진,설우희,,월,로맨스,https://image-comic.pstatic.net/webtoon/774040/thumbnail/thumbnail_IMAG21_7365182423173379889.jpg,FALSE,#로맨스#전남친#선결혼후연애#소설원작,15세 이용가
더 캐슬 - 귀안의 신부,"그림 속에 숨어 사는 그림 도깨비를 보고 자란 유연. 왕세자와 딸을 혼인시키기 위해 유연의 눈이 필요하다는 최 회장에게 자신의 엄마를 살리는 조건으로 유연은 왕실을 상대로 한 결혼 사기극에 동참하기로 한다.
 
“왕실 역사상 처음이야. 사기 결혼이라니.”",https://comic.naver.com/webtoon/list?titleId=806265,9.89,혜용,피칸,진소예,토,로맨스,https://image-comic.pstatic.net/webtoon/806265/thumbnail/thumbnail_IMAG21_5c7b929f-cc5f-4325-8628-a3118b4d698d.jpg,FALSE,#로맨스#직진남#선결혼후연애#로판#소설원작,15세 이용가
고백 취소도 되나?,"설레는 마음으로 고백할 준비를 하던 '반하얀'.
그런데 고백이 양아치 같은 '설박하'에게 잘못 전해졌다.
그런 사실을 들키지 않기 위해 필사적으로 노력하는 하얀과, 그런 그녀 머리 위에서 즐기는 박하.
과연 하얀은 그에게서 벗어나 다시 제대로 고백할 수 있을까?
<나의 첫번째 새벽> 신매 작가의 풋풋 하이틴 로맨스 신작!",https://comic.naver.com/webtoon/list?titleId=783524,9.88,신매,신매,,일,로맨스,https://image-comic.pstatic.net/webtoon/783524/thumbnail/thumbnail_IMAG21_3761743981130101296.jpg,FALSE,#로맨스#폭스남#하이틴#청춘로맨스,전체연령가
토마토가 돼라!,껄렁한 겉모습으로 인해 음험한 소문을 몰고 다니는 시골 토박이 전학생 신이석은 첫눈에 반한 전교 1등 수재 조해주의 앙큼한 비밀을 목격하게 되고... 그에 대한 의문은 점차 눈덩이처럼 불어나기만 한다. 겉만 번지르르 붉고 속은 흰 사과 같은 조해주에게 진성 토마토 신이석의 짝사랑 폭격이 시작된다!,https://comic.naver.com/webtoon/list?titleId=805702,9.91,뮤리,뮤리,,월,로맨스,https://image-comic.pstatic.net/webtoon/805702/thumbnail/thumbnail_IMAG21_e7e812d2-5d0a-46c6-8a39-b67a5010a7bc.jpg,FALSE,#로맨스,전체연령가
연기는 처음인데요?!,"어느 날 시아는 잘못 찾아간 연기 학원에서, 
연기에 재능이 있다는 칭찬을 듣고는 덜컥 학원에 등록해버리고 만다. 
그리고 그곳에서 같은 반 친구인 유하늘과 만나게 된다. 
시아는 매일 마주치는 하늘에게 자꾸 관심이 가지만, 
하늘의 철벽 선 긋기는 끝나지 않는다. 
오디션을 거치며 점점 연기에 진심이 되어가는 시아, 
연기 초보 시아는 과연 배우로 잘 성장할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=805893,9.91,홍로베,앨렴,,금,로맨스,https://image-comic.pstatic.net/webtoon/805893/thumbnail/thumbnail_IMAG21_bfdc4017-7983-4474-90bc-854779bdbdbf.jpg,FALSE,#로맨스#학원로맨스#하이틴#청춘로맨스#연예계#성장드라마,전체연령가
온리호프,"사랑스러운 남편의 살인을 목격한 그날 밤,
은혜는 살해 당해 그를 처음 만난 9년 전으로 돌아왔다.
과연 남편의 연쇄살인을 막을 수 있을까?
그리고... 예전처럼 다시 사랑할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=800796,9.96,초승,초승,,금,로맨스,https://image-comic.pstatic.net/webtoon/800796/thumbnail/thumbnail_IMAG21_e5f6d283-25ac-4c32-be9a-b883c1ba7b87.jpg,FALSE,#로맨스#타임슬립#고자극로맨스#회귀,15세 이용가
마녀와 용의 신혼일기,"한 번의 실수로 인생을 꿰인 천재 마녀의 달콤살벌 신혼생활!
신입과의 하룻밤으로 모든 지위와 명성에 먹칠 당하게 된 천재 마법사 웬디. 
그런데 뭐..? 비밀을 지켜줄 테니 결혼해달라고...?!",https://comic.naver.com/webtoon/list?titleId=755668,9.95,뉴릉이,디망,바리달,수,로맨스,https://image-comic.pstatic.net/webtoon/755668/thumbnail/thumbnail_IMAG21_4051332219785065524.jpg,FALSE,#로맨스#연상연하#걸크러시#소설원작,15세 이용가
진짜 진짜 이혼해,"‘강폭풍킥’ 밈의 주인공이 된 후 고개를 들고 다니기 힘들어진 백희. 
한국을 뜨기 위해 호주 영주권자인 한결과 이혼을 전제로 위장 결혼을 한다. 
하지만 이 결혼을 인정받으려면 둘 사이의 ‘진정한 사랑’을 증명해야 한다는데...?! 
진정한 사랑은 무슨, 사기 그 자체인 이 관계를 들키지 않기 위해 안간힘을 쓰지만 쉽지 않다!",https://comic.naver.com/webtoon/list?titleId=790409,9.93,서후,해인,,목,로맨스,https://image-comic.pstatic.net/webtoon/790409/thumbnail/thumbnail_IMAG21_a7521a4b-7046-47fe-826e-194cb9d344a9.jpg,FALSE,#로맨스#2021 지상최대공모전#계약연애#친구>연인#오피스로맨스#선결혼후연애#사내연애,12세 이용가
피폐물의 해피엔딩을 위하여,"나'는 피폐한 남주인공들이 신녀 ‘벨’을 소유하기 위해 수단과 방법을 가리지 않는 배드 엔딩 소설 [여명의 기적] 속으로 빙의했다. 
주인공의 행복을 방해하는 걸림돌 로지아나로 환생한 나는 생각한다. ""어쩌면 내가 이 소설의 엔딩을 바꿀 수 있지 않을까?""",https://comic.naver.com/webtoon/list?titleId=805437,9.9,호,호,,월,로맨스,https://image-comic.pstatic.net/webtoon/805437/thumbnail/thumbnail_IMAG21_e830e751-20be-4c57-a6ff-f299588d05b6.jpg,FALSE,#로맨스#빙의#로판#구원서사,전체연령가
대위님! 이번 전쟁터는 이곳인가요?,"대한민국의 내로라 하는 엘리트 특전사 대위 이윤아.
뼛속까지 군인인 그녀의 인생에 로맨스 따위는 없었다.
 
그러나 해외파병 중 포탄을 맞고 정신을 잃은 그녀 앞에 전혀 다른 세상이 펼쳐진다.
 
친구가 쓴 로맨스 판타지 소설에 빙의된 것!
그것도 비루한 삶을 살아가는 엑스트라 '로잘리'가 되어.
 
깊은 한숨을 내쉬며 머리를 짚는 것도 잠깐, 그녀는 이곳을 전쟁터라 여기고 삶을 바꾸기로 한다.
 
""여긴 계급사회지. 내가 군대라는 계급사회는 질릴 정도로 체험을 했거든.""
 
절대적 카리스마로 공작가를 정복해나가는 대위님!
하지만 의도치 않게 로맨스까지 휘어잡게 되는데….
 
""공작, 황태자를 꿇린 소감이 어때? 황제 폐하를 제외하고 처음으로 누군가한테 무릎 꿇은 건데.""
 
원작 남주인공은 여주인공이 아닌 그녀에게 무릎까지 꿇는다.
사랑은 안중에도 없었던 대위님, 이번 전쟁터에서도 승리할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=803767,9.92,비터버,리묘,,금,로맨스,https://image-comic.pstatic.net/webtoon/803767/thumbnail/thumbnail_IMAG21_63c2a7a4-ca93-4ab4-8224-769b3dfa692b.jpg,FALSE,#로맨스#차원이동#밀리터리#빙의#로판#걸크러시#소설원작,전체연령가
미친 후작을 길들이고 말았다,"""나를 이용해요. 그대가 날 사랑하지 않아도 되니까.""

정의로운 대장장이 가문의 영애, 라라.
그녀는 어린 소년, 에스칼을 인신매매로부터 구해내어 함께 지내지만, 갑작스러운 영지 침략으로 인해 그를 잃고 만다.
쉽게 아물지 않는 아픔을 억지로 묻은 채 가문의 부흥에만 힘 쓴지 1년. 라라의 앞에는 제국의 악명 높은 '미친 후작', 에스칼 반 다이크가 나타나는데...

같은 이름, 유사한 외양, 차갑고 냉정한 성격까지.
라라는 1년 전 죽은 소년과 자꾸만 겹쳐보이는 그의 애정공세가 혼란스럽기만 하다!",https://comic.naver.com/webtoon/list?titleId=778325,9.95,골지,이레,로판맛집,금,로맨스,https://image-comic.pstatic.net/webtoon/778325/thumbnail/thumbnail_IMAG21_5998e09b-34fc-42fa-910b-ee9564be0a20.jpg,FALSE,#로맨스#소설원작,전체연령가
해시의 신루,"미래를 예언하는 신비한 능력을 가졌으나, 운명을 거부하고 도망치는 해루. 
어느 날 그녀 앞에 엉뚱한 선비가 나타났다! 
천하제일 길치에 공갈을 일삼으며 싸움은 몸이 아니라 머리가 하는 거라 주장하는 해괴한 사내. 
그러나 그를 만난 순간, 해루의 멈춰진 운명이 다시 돌기 시작한다. 
15세기 조선, 실록이 기록하지 못한 조선 최고의 천재 군주와 
운명의 사슬에 매인 신비한 여인의 달콤아슬한 사랑과 전쟁!",https://comic.naver.com/webtoon/list?titleId=783536,9.96,명랑,INUS,윤이수,목,로맨스,https://image-comic.pstatic.net/webtoon/783536/thumbnail/thumbnail_IMAG21_9e7bb6e6-7ee1-4374-9f9d-4407fe10f4ff.jpg,FALSE,#로맨스#퓨전사극#소설원작,15세 이용가
광해의 연인,"“내가 그랬지, 널 기억하겠다고.”
2020년 대한민국. 집안 대대로 시간 여행자라는 특별한 능력을 갖고 있는 소녀 경민.
갑작스러운 아버지의 죽음에 조선시대로 타임 슬립한 그녀는 그곳에서 27살의 광해군을 만난다. 
오랫동안 누군가를 애타게 찾고 그리워했던 이야기, 
400년의 시간을 뛰어넘은 두 사람의 특별한 사랑이 시작된다!",https://comic.naver.com/webtoon/list?titleId=750582,9.91,러시,유오디아,,,로맨스,https://image-comic.pstatic.net/webtoon/750582/thumbnail/thumbnail_IMAG21_7293407407885333561.jpg,TRUE,#로맨스#유료화임박#회귀#퓨전사극#소설원작#완결무료#완결로맨스,15세 이용가
